external_code;article;название;источник_возврата
3179;149521, BFRXPH6510170, CR-XE106R03485C, CS-PH6510C;Картридж Sakura 106R03485 для XEROX Phaser6510N/6510DN/6510DNI/WC6515N/6515DN/6515DNI, гол;возврат_отсева_D_принтер
3180;149520, BFRXPH6510180, CR-XE106R03486M, CS-PH6510M;Картридж 106R03486 Magenta 2400 копий ProfiLine;возврат_отсева_D_принтер
3181;149519, BFRXPH6510190, CR-XE106R03487Y, CS-PH6510Y;Картридж лазерный Cactus CS-PH6510Y 106R03487 желтый (2400стр.) для Xerox Phaser 6510DN/WC;возврат_отсева_D_принтер
3219;160712, 172267, BS-HPW2030A (W/CH), BS-HPW2030A/055Bk (W/CH);Картридж №415A (W2030A) черный без чипа CT;возврат_отсева_D_принтер
3220;160713, 172269, BS-HPW2031A/055C (W/CH), GP_W2031A_C_no_chip;Цветной тонер картридж 415A (W2031A) C без чипа для HP LaserJet Pro M454/ M479 (2,1k);возврат_отсева_D_принтер
3222;172273, BS-HPW2033A (W/CH), BS-HPW2033A/055M (W/CH), GP_W2033A_M_no_chip;Картридж Colortek HP W2033A (415A) M (w/o chip);возврат_отсева_D_принтер
3259;PX-110;Тонер Pantum PX-110 черный флакон 2x (в компл.:2 чипа) для принтера P2000/M5000/M6000;возврат_отсева_D_принтер
3337;701415;Пленка прозрачная для копиров А4 (50л.)  0701415;возврат_отсева_D_принтер
3339;1202091;Ролик д/плоттера LOMOND, мат. бумага,180 г/м2, (610*30*50.8) 1202091;возврат_отсева_D_принтер
3340;1202093;Ролик д/плоттера LOMOND, мат. бумага,180 г/м2 (1067*30м*50,8) 1202093;возврат_отсева_D_принтер
3341;1202201;Ролик для плоттера LOMOND, самоклеящаяся матовая бумага, 90 г/м2, 610*20*50.8 (1202201);возврат_отсева_D_принтер
3342;1202092;Ролл Ролик д/плоттера LOMOND мат. бумага 180 гр/м2 (914*30*50) 1202092;возврат_отсева_D_принтер
3392;106724, BS-EPLS050167, CS-EPS167, GP_S050167;Картридж лазерный Cactus CS-EPS167 черный (3000стр.) для Epson EPL6200/6200N/LP2500;возврат_отсева_D_принтер
3413;AFCN0IR525010, AFCN0IR525030, CS-T03, GP_T03/2725C001_BK;Картридж лазерный Cactus CS-T03 черный (51500стр.) для Canon imageRunner Advance 525/615/7;возврат_отсева_D_принтер
3444;98927841, GP_W2071A_C_no_chip, OEM W2071A(БЧ), PL_W2071A_C_no_chip;Тонер-картридж Hi-Black (HB-W2071A) для HP CL 150a/150nw/MFP178nw/179fnw, 117A, C, 0,7K б/;возврат_отсева_D_принтер
3445;98927842, GP_W2073A_M_no_chip, OEM W2073A(БЧ), PL_W2073A_M_no_chip;Тонер-картридж Hi-Black (HB-W2073A) для HP CL 150a/150nw/MFP178nw/179fnw, 117A, M, 0,7K б/;возврат_отсева_D_принтер
3449;BFRXVLC600010, GP_106R03927_BK, SP293451, SP293451_MSK;Цветной тонер картридж 106R03927 BK SP;возврат_отсева_D_принтер
3450;BFRXVLC600040, PL_106R03924_C, SP293452, SP293452_MSK;Тонер-картридж PL-106R03924 для принтеров Xerox VersaLink C600 Cyan 16800 копий ProfiLine;возврат_отсева_D_принтер
3451;BFRXVLC600030, PL_106R03925_M, SP293453, SP293453_MSK;Тонер-картридж PL-106R03925 для принтеров Xerox VersaLink C600 Magenta 16800 копий ProfiLi;возврат_отсева_D_принтер
3455;BS-HPW2211A (W/CH), GP_W2211A_C_no_chip, OEM W2211A(БЧ), PL_W2211A_C_no_chip;Картридж W2211A (№207A) Cyan без чипа PL;возврат_отсева_D_принтер
3513;129437, GP_CLT-C503L_C, SG-CLT-C503L, UN-CLT-C503L;Тонер-картридж GP-CLT-C503L для принтеров Samsung Xpress ser/SL-C3010/SL-C3060 Cyan 5000 к;возврат_отсева_D_принтер
3555;130998, ASSMCX6545010, BS-SgSCX-R6555A, GP_SCX-R6555A_Drum;Драм-картридж SCX-R6555A Drum 80000 копий GalaPrint;возврат_отсева_D_принтер
3570;165738, 22013635, AFHPLJM507030, GP_CF289Y/056H_no_chip;Тонер-картридж GP-CF289Y (№89Y) для принтеров HP LaserJet M507/M528 без чипа 20000 копий G;возврат_отсева_D_принтер
3574;AFHP00L408050, BS-HPW1331X (W/CH), GP_W1331X, GP_W1331X_no_chip;Картридж W1331X (№331X) без чипа SP;возврат_отсева_D_принтер
3614;160759, 172256, 22013633, 220136330;Картридж HP UNIVERSAL CF289A/CRG056L БЕЗ ЧИПА LJP-M507/528 5K Compatible;возврат_отсева_D_принтер
3655;159181, AFRCSP6430010, BS-R-SP6430E, CS-SP6430E;Картридж лазерный Cactus CS-SP6430E 407510 черный (10000стр.) для Ricoh Aficio SP 6430DN;возврат_отсева_D_принтер
3662;BS-HPW1331A (W/CH), GP_W1331A_no_chip, PL_W1331A_no_chip, SP309772;Картридж PL-W1331A (№331A) для принтеров HP Laser 408dn/MFP432FDN без чипа 5000 копий Prof;возврат_отсева_D_принтер
3699;9891260605, BS-DQ-TU10J, GP_DQ-TU10JPB, PL_DQ-TU10JPB;Картридж GP-DQ-TU10JPB для принтеров Panasonic DP-1520/DP-1820/DP-8016P/DP-8020E 10000 коп;возврат_отсева_D_принтер
3702;PL_C9721A/EP-85C_C;Картридж PL-C9721A/EP-85C (№641A) для принтеров HP Color LaserJet 4600/4600dtn/4600hdn/460;возврат_отсева_D_принтер
3771;178636, BS-X101R00582, CS-DUB600, DFRXVLB600100;Картридж Colortek Xerox 101R00582 (DU) VersaLink B600;возврат_отсева_D_принтер
3772;BFOK00C833010, BS-46443116, GP_46443116_BK, SFR-OKI833/843Bk;Картридж GP-46443116 для принтеров Oki C833/C843 Black 10000 копий GalaPrint;возврат_отсева_D_принтер
3777;156841, AFRX0B1022010, AFRX0B1022040, BS-X013R00679;Драм-картридж Smart Graphics 013R00679 для Xerox B1022, B1025, 013R00679 (Чёрный, 80000 ст;возврат_отсева_D_принтер
3818;180802, 9896925, AT-MC250H C (408341), BFRC0250FW020;Картридж Hi-Black (HB-MC250H C) для Ricoh MC250FW/PC301W, C, 6,3K;возврат_отсева_D_принтер
3819;180803, 9896926, AT-MC250H M (408342), BFRC0250FW030;Картридж Hi-Black (HB-MC250H M) для Ricoh MC250FW/PC301W, M, 6,3K;возврат_отсева_D_принтер
3820;180804, 9896927, AT-MC250H Y (408343), BFRC0250FW040;Тонер-картридж Smart Graphics SGM-C250HY-408343 для Ricoh M C250FW, P C301W, M C250H (Жёлт;возврат_отсева_D_принтер
3896;183313, 797026744, 9897187, AFHPLJM211010;Картридж GP-W1360A для принтеров HP LaserJet M211/M236 1150 копий без чипа GalaPrint;возврат_отсева_D_принтер
3903;GP_106R02605_BK, PL_106R02605_BK;Картридж PL-106R02605 для принтеров Xerox Phaser 7100 Black 4500 копий ProfiLine;возврат_отсева_D_принтер
3962;GP_106R03868_Y, PL_106R03868_Y;Тонер-картридж PL-106R03868/106R03886 для принтеров Xerox VersaLink C500/С505 Yellow 9000 ;возврат_отсева_D_принтер
3964;GP_106R01148, PL_106R01148;Картридж PL-106R01148 для принтеров Xerox Phaser 3500/3500B/3500DN/3500N 6000 копий ProfiL;возврат_отсева_D_принтер
3966;139571, BFOK00C823020, BS-46471107, GP_46471107_C;Тонер-картридж Smart Graphics SG-C823, C833, С843C для OKI C823, C833, C843 (Голубой, 7000;возврат_отсева_D_принтер
3972;172340, BFOK00C824030, BS-47095706, PL_47095706_M;Картридж для OKI C824/C834/С844 47095706 5K Magenta White Box (Совместимый);возврат_отсева_D_принтер
4148;GP_1107301, PL_1107301;Картридж PL-1107301 для принтеров Oki OKIPAGE 10/12/14E/14EX/14i/14iN10e/10ex/10i/12i/12i/;возврат_отсева_D_принтер
4150;PL_S050010;Картридж PL-S050010 для принтеров Epson EPL-5700/EPL-5800L/EPL-5700i/EPL-5700L/EPL-5800 60;возврат_отсева_D_принтер
4152;BS-SgMLT-D208S, GP_MLT-D208S, PL_MLT-D208S;Картридж GP-MLT-D208S для принтеров Samsung SCX-5635/SCX-5835/SCX-5935 4000 копий GalaPrin;возврат_отсева_D_принтер
4154;BFLX0CX310020, GP_808SC_C;Тонер-картридж GP-808SC для принтеров Lexmark LaserPrinter CX310/CX410/CX510 Cyan 2000 коп;возврат_отсева_D_принтер
4155;BFLX0CX310030, GP_808SM_M;Тонер-картридж GP-808SM для принтеров Lexmark LaserPrinter CX310/CX410/CX510 Magenta 2000 ;возврат_отсева_D_принтер
4156;BFLX0CX310040, GP_808SY_Y;Тонер-картридж GP-808SY для принтеров Lexmark LaserPrinter CX310/CX410/CX510 Yellow 2000 к;возврат_отсева_D_принтер
4157;BFLX0CX310010, GP_808SK_BK;Тонер-картридж GP-808SK для принтеров Lexmark LaserPrinter CX310/CX410/CX510 Black 2500 ко;возврат_отсева_D_принтер
4166;BS-X013R00663, CS-DUC60BK, EFRXDCP550010, GP_013R00663_BK_Drum;Картридж для Xerox 013R00663 DCP-550/DCP-C60 180K Black DRUM White Box (Совместимый);возврат_отсева_D_принтер
4180;GP_W1106X_no_chip, OEM W1106X(БЧ);Картридж GP-W1106X (№106X) без чипа для принтеров HP Laser 107A/107R/107W/135A/135 MFP/135;возврат_отсева_D_принтер
4183;CS-CE505X-MPS, GG-CE505XL/CF280XL, GP_CE505XX, PL_CE505XX;Картридж лазерный G&G GG-CE505XL/CF280XL CE505X/CF280X черный (13000стр.) для HP LaserJet ;возврат_отсева_D_принтер
4228;BS-SgSCX-D6320R2, GP_SCX-6320R2_Drum, PL_SCX-6320R2_Drum;Драм-картридж GP-SCX-6320R2 для принтеров Samsung SCX-6112/SCX-6122/SCX-6220/SCX-6320F/SCX;возврат_отсева_D_принтер
4272;174767, BFRXPH6510080, BFRXPH6510200, BFRXPH6510240;Драм-картридж 108R01420 Black Drum 48000 копий ProfiLine;возврат_отсева_D_принтер
4491;171673, AFHPE82540060, CS-W9037M, GP_W9037MC;Картридж Colortek HP W9037MC;возврат_отсева_D_принтер
4494;CS-DUEXV29, EFCN0C5030050, PL_C-EXV29/28_Color_Drum;Драм-картридж PL-C-EXV29/28 для принтеров Canon iR Advance-C5030/C5035/C5235/C5240/C5045/C;возврат_отсева_D_принтер
4527;BS-SH-MX60GTCA, EFSHMX2630020, PL-MX-60GTCA/MX-61GTCA, SG-MX-60/61GTCA;Картридж PL-MX-60GTCA/MX-61GTCA для принтеров Sharp MX-2630/2651/3050/3060/3070/3550/3560/;возврат_отсева_D_принтер
4531;BS-X013R00681, CS-DUAL8130, EFRXAL8130050, EFRXAL8130170;Драм-картридж БУЛАТ s-Line 013R00681 для Xerox AltaLink C8130 (Цветной, 180000 стр.), ref.;возврат_отсева_D_принтер
4599;BS-LQ-630, CS-LQ630K, MFEP0LQ630010, S015307BA;Картридж SAKURA C13S015307BA для матричных принтеров EPSON LQ630K/LQ635K/LQ-635KII/LQ730K/;возврат_отсева_D_принтер
4689;CS-3JA23AE, PL_3JA23AE_C;Картридж струйный PL-3JA23AE (№963) для принтеров HP OfficeJet Pro 9010ser/9013/9019/9020s;возврат_отсева_D_принтер
4716;137318, BFRXPH6600050, BS-X108R01121K, GP_108R01121_BK_Drum;$$_СРОЧНО Драм-картридж GP-108R01121 для принтеров Xerox Phaser 6600/VersaLink C400/C405/W;возврат_отсева_D_принтер
4718;179580, BFRXPH6600060, GP_108R01121_C_Drum, PL_108R01121_C_Drum;Драм-картридж GP-108R01121 для принтеров Xerox Phaser 6600/VersaLink C400/C405/WorkCentre ;возврат_отсева_D_принтер
4719;179582, BFRXPH6600070, GP_108R01121_M_Drum, PL_108R01121_M_Drum;Драм-картридж 108R01121 Magenta Drum 60000 копий ProfiLine;возврат_отсева_D_принтер
4720;179581, BFRXPH6600080, GP_108R01121_Y_Drum, PL_108R01121_Y_Drum;Драм-картридж GP-108R01121 для принтеров Xerox Phaser 6600/VersaLink C400/C405/WorkCentre ;возврат_отсева_D_принтер
4721;EARCMP2003040, GP_841929_Y, PL_841929_Y;Тонер-картридж БУЛАТ s-Line MP C2503H (841929) для Ricoh Aficio MP C2003, MP C2503, MP C20;возврат_отсева_D_принтер
4722;GP_841930_M, PL_841930_M;Картридж PL-841930 (MPC2503) для принтеров Ricoh Aficio MPC2053SP/MPC2003 Magenta 5500 коп;возврат_отсева_D_принтер
4749;175787, AFHPLJM611080, BS-HPW1470X, CS-W1470X;Тонер-картридж W1470X (№147X) 25200 копий ProfiLine;возврат_отсева_D_принтер
4819;CS-DUAL8145, DFRXAL8145020, DFRXAL8145040, GP_013R00686_Drum;Драм-картридж GP-013R00686 для принтеров Xerox AltaLink B8155/B8170 Drum 200000 копий Gala;возврат_отсева_D_принтер
4885;162934, AFRC0SP400060, GP_408059_Drum, OEM SP400D;Драм-картридж GP-408059 для принтеров Ricoh SP400/SP450 Drum 20000 копий GalaPrint;возврат_отсева_D_принтер
4961;BS-C-EXV53DU, C-EXV53, DFCNIR4525020, PL_C-EXV53_Drum;Картридж Canon C-EXV53DU для R 4525/4535/4545/4551, drum black, 338000 стр., Blossom;возврат_отсева_D_принтер
5145;BS-44844471, EFOK0MC853020, PL_44844471_C_Drum, SG-MC853C DRUM NEW;Драм-картридж Smart Graphics 44844471 для Oki MC853, MC873, MC883 (Голубой, 30000 стр.), с;возврат_отсева_D_принтер
5147;BS-44844472, EFOK0MC853010, GP_44844472_BK_Drum, PL_44844472_BK_Drum;Картридж для OKI MC853/MC873 44844472 30K DRUM чип Б/Г  Black White Box (Совместимый);возврат_отсева_D_принтер
5176;Bs-SgCLT-R607M, PL_CLT-R607M_Drum;Драм-картридж PL-CLT-R607M Magenta для принтеров Samsung CLX-9250/CLX-9252/CLX-9350/CLX-93;возврат_отсева_D_принтер
5189;BS-OD-1600;BS-OD-1600 Фотобарабан для МФУ Toshiba e-Studio195, Blossom;возврат_отсева_D_принтер
5234;GP_069Y, SP333164, SP333164_MSK;Картридж 069 (5091C002)  для Canon, желтый (без чипа) 1,9k;возврат_отсева_D_принтер
5235;GP_069M, SP333163, SP333163_MSK;Картридж 069 (5092C002) для Canon, пурпурный (без чипа) 1,9K;возврат_отсева_D_принтер
5236;GP_069С, SP333162, SP333162_MSK;Картридж 069 (5093C002) для Canon, голубой (без чипа) 1,9k;возврат_отсева_D_принтер
5251;BFRXVLC600090, CS-DUVLC600BK, GP_108R01488_BK_Drum, SG-108R01488 K DRUM;Драм-картридж GP-108R01488 для принтеров Xerox VersaLink C600/C605 Black Drum 40000 копий ;возврат_отсева_D_принтер
5252;BFRXVLC600100, CS-DUVLC600C, GP_108R01485_C_Drum, PL_108R01485_C_Drum;Фотобарабан SP 108R01485 для Xerox VersaLink C600/605 голубой;возврат_отсева_D_принтер
